中型车流量,数据时间,大车流量,平均车速,监测点id,微型车流量,长车流量,车头距,id,车流量,平均占道率,轻型车流量
4003,"	2020-06-26 00:00:00",0,"6.4E+001",1001,41847,10304,0,18943,56154,"3.6200000000000003E+001",0
2052,"	2021-10-16 00:00:00",2918,"9.8099999999999994E+001",1001,16100,2918,0,21590,21070,"1.06E+001",16100
1176,"	2021-10-15 00:00:00",1256,"8.3700000000000003E+001",1001,7492,1256,0,21589,9924,"1.01E+001",7492
4168,"	2020-06-25 00:00:00",0,"6.6599999999999994E+001",1001,41981,10711,0,18942,56860,"3.5399999999999999E+001",0
2267,"	2020-06-24 00:00:00",0,"6.2700000000000003E+001",1001,22740,5725,0,18941,30732,"3.6299999999999997E+001",0
2881,"	2021-10-12 00:00:00",0,"9.6E+001",1001,19862,5027,0,21586,27770,"1.6E+001",0
2520,"	2021-10-11 00:00:00",0,"9.3E+001",1001,17413,4341,0,21585,24274,"1.54E+001",0
804,"	2021-10-10 00:00:00",0,"7.7E+001",1001,5213,1416,0,21584,7433,"1.3199999999999999E+001",0
333,"	2017-11-10 00:00:00",178,"3.0399999999999999E+001",1001,818,562,0,5641,2149,"2.0E+000",258
3076,"	2021-10-09 00:00:00",0,"8.3400000000000006E+001",1001,19019,5471,0,21583,27566,"2.0199999999999999E+001",0
2961,"	2021-10-08 00:00:00",0,"8.1799999999999997E+001",1001,16844,5042,0,21582,24847,"1.9600000000000001E+001",0
1836,"	2021-10-07 00:00:00",0,"8.7700000000000003E+001",1001,12082,2331,0,21581,16249,"1.15E+001",0
1120,"	2021-10-05 00:00:00",0,"8.6799999999999997E+001",1001,7928,1430,0,21570,10478,"8.5999999999999996E+000",0
893,"	2021-10-04 00:00:00",0,"8.9400000000000006E+001",1001,6807,1078,0,21569,8778,"6.7999999999999998E+000",0
1341,"	2021-10-03 00:00:00",0,"8.8299999999999997E+001",1001,9495,1780,0,21568,12616,"9.8000000000000007E+000",0
1444,"	2021-10-01 00:00:00",0,"8.2799999999999997E+001",1001,8910,1868,0,21566,12222,"1.2E+001",0
2408,"	2021-09-30 00:00:00",0,"8.7299999999999997E+001",1001,14799,3517,0,21565,20724,"1.4699999999999999E+001",0
1719,"	2017-10-21 00:00:00",932,"7.4299999999999997E+001",1001,8064,2185,0,5241,14426,"1.06E+001",1526
2717,"	2021-09-29 00:00:00",0,"8.95E+001",1001,17449,3984,0,21564,24150,"1.54E+001",0
1020,"	2021-09-27 00:00:00",0,"8.5599999999999994E+001",1001,7524,1087,0,21562,9631,"8.1999999999999993E+000",0
1115,"	2021-09-26 00:00:00",0,"8.5099999999999994E+001",1001,8144,1453,0,21561,10712,"9.5999999999999996E+000",0
1594,"	2021-09-25 00:00:00",0,"8.6200000000000003E+001",1001,10029,2004,0,21553,13627,"1.14E+001",0
1168,"	2021-09-23 00:00:00",0,"8.65E+001",1001,8104,1470,0,21551,10742,"1.0800000000000001E+001",0
1031,"	2021-09-22 00:00:00",0,"8.6799999999999997E+001",1001,7056,1289,0,21550,9376,"1.0E+001",0
1229,"	2017-09-27 00:00:00",727,"3.6100000000000001E+001",1001,7587,1951,0,4986,12552,"1.5800000000000001E+001",1058
388,"	2017-09-26 00:00:00",264,"1.7100000000000001E+001",1001,1854,705,0,4985,3515,"5.5999999999999996E+000",304
772,"	2021-09-21 00:00:00",916,"8.3299999999999997E+001",1001,7052,1210,0,21549,7657,"8.8000000000000007E+000",5969
792,"	2021-09-19 00:00:00",946,"8.0299999999999997E+001",1001,5046,946,0,21547,6784,"8.9000000000000004E+000",5046
972,"	2021-09-18 00:00:00",1171,"8.85E+001",1001,6857,1171,0,21546,9000,"9.0E+000",6857
825,"	2021-09-17 00:00:00",1091,"8.1400000000000006E+001",1001,5906,1091,0,21545,7822,"1.0300000000000001E+001",5906
1372,"	2021-09-15 00:00:00",1867,"8.5900000000000006E+001",1001,8832,1867,0,21543,12071,"1.0199999999999999E+001",8832
1307,"	2021-09-14 00:00:00",1606,"8.3900000000000006E+001",1001,8029,1606,0,21542,10942,"1.1800000000000001E+001",8029
3321,"	2021-09-13 00:00:00",5028,"8.4099999999999994E+001",1001,19223,5028,0,21541,27572,"1.9699999999999999E+001",19223
2882,"	2021-09-11 00:00:00",4699,"8.4200000000000003E+001",1001,18096,4699,0,21539,25677,"1.8899999999999999E+001",18096
387,"	2017-09-15 00:00:00",227,"3.1E+001",1001,1172,648,0,4581,2724,"2.2999999999999998E+000",290
1365,"	2022-03-02 00:00:00",1524,"8.45E+001",1001,9102,1524,0,22051,11991,"8.6999999999999993E+000",9102
1206,"	2022-03-24 00:00:00",1675,"8.05E+001",1001,6886,1675,0,22073,9767,"1.1699999999999999E+001",6886
2104,"	2022-03-23 00:00:00",3126,"8.7599999999999994E+001",1001,14121,3126,0,22072,19351,"1.41E+001",14121
635,"	2020-09-09 00:00:00",0,"2.05E+001",1001,8088,1695,0,19682,10418,"3.7700000000000003E+001",0
2551,"	2022-03-22 00:00:00",4243,"8.9200000000000003E+001",1001,16603,4252,0,22071,23311,"1.6399999999999999E+001",16517
2178,"	2022-03-21 00:00:00",3343,"8.6099999999999994E+001",1001,17434,3845,0,22070,20738,"1.5699999999999999E+001",15217
767,"	2020-09-08 00:00:00",0,"2.8199999999999999E+001",1001,9707,2052,0,19681,12526,"3.7899999999999999E+001",0
2059,"	2022-03-20 00:00:00",2618,"8.9299999999999997E+001",1001,13896,2618,0,22069,18573,"1.16E+001",13896
1793,"	2022-03-19 00:00:00",2776,"9.0799999999999997E+001",1001,13609,3061,0,22068,16466,"1.2199999999999999E+001",11897
185,"	2018-02-21 00:00:00",121,"1.9300000000000001E+001",1001,474,396,0,7701,1299,"2.2000000000000002E+000",123
546,"	2018-02-22 00:00:00",325,"4.4299999999999997E+001",1001,2059,844,0,7721,4303,"4.2000000000000002E+000",529
1094,"	2020-09-07 00:00:00",0,"3.35E+001",1001,14360,2956,0,19661,18410,"3.9E+001",0
1202,"	2022-03-18 00:00:00",1718,"8.2700000000000003E+001",1001,7998,1718,0,22067,10918,"1.15E+001",7998
1591,"	2022-03-17 00:00:00",2638,"8.5E+001",1001,12242,2961,0,22066,15017,"1.4199999999999999E+001",10788
1072,"	2020-09-06 00:00:00",0,"3.3E+001",1001,15404,2821,0,19641,19297,"3.6E+001",0
1786,"	2022-03-16 00:00:00",2071,"8.4799999999999997E+001",1001,11435,2071,0,22065,15292,"1.14E+001",11435
89,"	2018-02-28 00:00:00",61,"1.09E+001",1001,191,217,0,7841,621,8.0000000000000004E-001,63
71,"	2018-03-01 00:00:00",42,"7.0E+000",1001,123,153,0,7861,453,5.9999999999999998E-001,64
2096,"	2022-03-15 00:00:00",3519,"8.0200000000000003E+001",1001,13463,3519,0,22064,19079,"1.51E+001",13464
621,"	2020-09-05 00:00:00",0,"2.9E+001",1001,7481,1768,0,19621,9870,"3.1100000000000001E+001",0
440,"	2018-03-04 00:00:00",232,"3.3399999999999999E+001",1001,1044,907,0,7921,2953,"3.2000000000000002E+000",330
1265,"	2022-03-14 00:00:00",1814,"8.0200000000000003E+001",1001,8773,1814,0,22063,11852,"1.14E+001",8773
1807,"	2022-03-13 00:00:00",2812,"8.6200000000000003E+001",1001,12178,2812,0,22062,16797,"1.34E+001",12178
1427,"	2022-03-12 00:00:00",2137,"8.3400000000000006E+001",1001,9754,2137,0,22061,13318,"1.05E+001",9754
1634,"	2018-03-08 00:00:00",871,"8.4599999999999994E+001",1001,8446,1914,0,8001,14435,"8.0E+000",1570
1496,"	2022-03-11 00:00:00",2184,"7.7599999999999994E+001",1001,9836,2184,0,22060,13516,"1.14E+001",9836
1052,"	2020-09-04 00:00:00",0,"3.4899999999999999E+001",1001,13937,2918,0,19601,17907,"3.4899999999999999E+001",0
199,"	2018-03-11 00:00:00",110,"3.5E+001",1001,1065,223,0,8061,1777,"2.0E+000",180
1668,"	2022-03-10 00:00:00",2672,"8.6299999999999997E+001",1001,11084,2672,0,22059,15424,"1.2800000000000001E+001",11084
1493,"	2022-03-09 00:00:00",1807,"8.6400000000000006E+001",1001,10136,1807,0,22058,13436,"1.0800000000000001E+001",10136
1039,"	2020-09-03 00:00:00",0,"3.3299999999999997E+001",1001,13167,2637,0,19582,16843,"3.6E+001",0
2634,"	2022-03-08 00:00:00",4126,"8.6400000000000006E+001",1001,16927,4126,0,22057,23687,"1.7E+001",16927
1056,"	2022-03-07 00:00:00",1372,"8.7099999999999994E+001",1001,9076,1372,0,22056,11504,"9.4000000000000004E+000",9076
1083,"	2020-09-02 00:00:00",0,"3.7600000000000001E+001",1001,14105,2710,0,19581,17898,"3.7399999999999999E+001",0
2080,"	2022-03-06 00:00:00",2708,"9.45E+001",1001,15488,2708,0,22055,20276,"1.15E+001",15488
1305,"	2022-03-05 00:00:00",1707,"8.7E+001",1001,9862,1707,0,22054,12874,"8.3000000000000007E+000",9862
952,"	2020-09-01 00:00:00",0,"4.1899999999999999E+001",1001,11094,2676,0,19561,14722,"3.0800000000000001E+001",0
697,"	2018-03-21 00:00:00",386,"5.0399999999999999E+001",1001,3624,907,0,8261,6211,"8.6999999999999993E+000",597
1281,"	2022-03-04 00:00:00",1714,"8.9200000000000003E+001",1001,9094,1714,0,22053,12089,"9.0999999999999996E+000",9094
1267,"	2022-03-03 00:00:00",1670,"9.0799999999999997E+001",1001,9241,1727,0,22052,11879,"9.8000000000000007E+000",8942
1340,"	2020-08-31 00:00:00",0,"3.9600000000000001E+001",1001,15899,3481,0,19541,20720,"3.6799999999999997E+001",0
191,"	2018-03-25 00:00:00",90,"2.1E+001",1001,586,265,0,8341,1289,"3.3999999999999999E+000",157
371,"	2022-06-26 00:00:00",311,"1.0359999999999999E+002",1001,4600,310,0,22183,5291,"3.0E+000",4609
501,"	2022-06-25 00:00:00",343,"1.0359999999999999E+002",1001,5815,409,0,22182,5829,"3.5E+000",4985
2660,"	2020-11-09 00:00:00",0,"8.3400000000000006E+001",1001,17467,4351,0,20122,24478,"1.8E+001",0
371,"	2022-06-24 00:00:00",204,"1.0459999999999999E+002",1001,4038,204,0,22181,4613,"2.5E+000",4038
489,"	2022-06-23 00:00:00",386,"1.013E+002",1001,5402,386,0,22180,6277,"3.3999999999999999E+000",5402
3243,"	2020-11-08 00:00:00",0,"8.4900000000000006E+001",1001,20125,5134,0,20121,28502,"1.95E+001",0
707,"	2022-06-22 00:00:00",573,"1.0059999999999999E+002",1001,7035,573,0,22179,8315,"4.7000000000000002E+000",7035
1161,"	2022-06-21 00:00:00",1132,"1.015E+002",1001,10329,1132,0,22178,12622,"6.2000000000000002E+000",10329
1767,"	2020-11-07 00:00:00",0,"8.9099999999999994E+001",1001,11495,2657,0,20101,15919,"1.24E+001",0
280,"	2022-12-30 00:00:00",115,"9.1799999999999997E+001",1001,2919,115,0,23091,3314,"2.2999999999999998E+000",2919
312,"	2023-01-16 00:00:00",0,"9.0299999999999997E+001",1001,3179,134,0,23134,3625,"2.5E+000",0
795,"	2021-02-11 00:00:00",0,"8.9400000000000006E+001",1001,5723,658,0,20903,7176,"5.9000000000000004E+000",0
112,"	2023-01-14 00:00:00",0,"4.8700000000000003E+001",1001,1144,51,0,23132,1307,"1.2E+000",0
1202,"	2021-02-10 00:00:00",0,"9.0799999999999997E+001",1001,8606,1254,0,20902,11062,"8.0E+000",0
94,"	2023-01-13 00:00:00",0,"7.2700000000000003E+001",1001,969,47,0,23131,1110,"2.0E+000",0
106,"	2023-01-12 00:00:00",0,"7.45E+001",1001,1186,32,0,23130,1324,"1.7E+000",0
633,"	2021-02-09 00:00:00",0,"9.0400000000000006E+001",1001,5201,631,0,20901,6465,"5.5E+000",0
764,"	2021-02-08 00:00:00",0,"7.4200000000000003E+001",1001,5968,666,0,20882,7398,"4.2000000000000002E+000",0
89,"	2023-01-06 00:00:00",0,"4.5100000000000001E+001",1001,891,45,0,23111,1025,"1.3999999999999999E+000",0
245,"	2021-02-07 00:00:00",0,"8.3799999999999997E+001",1001,2252,200,0,20881,2697,"2.2999999999999998E+000",0
221,"	2021-02-04 00:00:00",0,"7.8599999999999994E+001",1001,2040,234,0,20861,2495,"4.0999999999999996E+000",0
195,"	2023-01-03 00:00:00",0,"8.9200000000000003E+001",1001,2430,69,0,23108,2694,"2.1000000000000001E+000",0
199,"	2023-01-02 00:00:00",0,"8.4099999999999994E+001",1001,2228,100,0,23107,2527,"2.1000000000000001E+000",0
726,"	2021-02-03 00:00:00",0,"8.6E+001",1001,6887,600,0,20844,8213,"5.7999999999999998E+000",0
720,"	2021-02-02 00:00:00",0,"9.1400000000000006E+001",1001,6959,645,0,20843,8324,"5.0999999999999996E+000",0
219,"	2022-12-29 00:00:00",85,"8.9299999999999997E+001",1001,2484,85,0,23090,2788,"2.2000000000000002E+000",2484
230,"	2021-02-01 00:00:00",0,"8.4200000000000003E+001",1001,2600,131,0,20842,2961,"2.6000000000000001E+000",0
468,"	2021-01-31 00:00:00",0,"9.1299999999999997E+001",1001,4564,405,0,20841,5437,"4.0999999999999996E+000",0
81,"	2022-12-26 00:00:00",27,"3.05E+001",1001,991,27,0,23087,1099,6.9999999999999996E-001,991
122,"	2022-12-25 00:00:00",69,"4.1E+001",1001,1173,69,0,23067,1364,"1.2E+000",1173
423,"	2021-01-30 00:00:00",0,"8.7799999999999997E+001",1001,4715,257,0,20821,5395,"3.7000000000000002E+000",0
102,"	2022-12-23 00:00:00",47,"4.3399999999999999E+001",1001,1367,47,0,23056,1516,"1.2E+000",1367
165,"	2022-12-21 00:00:00",111,"9.3E+001",1001,2061,111,0,23054,2337,"2.7000000000000002E+000",2061
525,"	2021-01-29 00:00:00",0,"9.1799999999999997E+001",1001,5063,377,0,20801,5965,"4.0999999999999996E+000",0
104,"	2022-12-20 00:00:00",63,"6.6400000000000006E+001",1001,997,63,0,23053,1164,"1.5E+000",997
101,"	2022-12-19 00:00:00",37,"5.9299999999999997E+001",1001,1058,37,0,23052,1196,"1.2E+000",1058
300,"	2021-01-28 00:00:00",0,"9.25E+001",1001,3453,233,0,20782,3986,"3.0E+000",0
296,"	2022-12-18 00:00:00",209,"8.5700000000000003E+001",1001,3287,209,0,23051,3783,"2.2000000000000002E+000",3278
398,"	2022-12-17 00:00:00",268,"1.0159999999999999E+002",1001,4501,270,0,23050,5135,"2.5E+000",4469
256,"	2021-01-27 00:00:00",0,"8.8900000000000006E+001",1001,3054,137,0,20781,3447,"2.7000000000000002E+000",0
567,"	2022-12-16 00:00:00",377,"8.6400000000000006E+001",1001,5130,377,0,23049,6074,"4.5999999999999996E+000",5130
378,"	2022-12-15 00:00:00",224,"8.5900000000000006E+001",1001,2875,224,0,23048,3477,"3.7000000000000002E+000",2875
386,"	2021-01-26 00:00:00",0,"8.4099999999999994E+001",1001,3686,278,0,20761,4350,"3.6000000000000001E+000",0
132,"	2022-12-22 00:00:00",54,"5.3E+001",1001,976,54,0,23055,1162,"1.1000000000000001E+000",976
720,"	2022-12-14 00:00:00",512,"9.0299999999999997E+001",1001,6869,513,0,23047,8087,"5.0E+000",6855
174,"	2022-12-24 00:00:00",94,"4.8899999999999999E+001",1001,1847,94,0,23057,2115,"1.6000000000000001E+000",1847
299,"	2022-12-13 00:00:00",150,"9.25E+001",1001,2486,150,0,23036,2935,"2.2999999999999998E+000",2486
421,"	2021-01-25 00:00:00",0,"8.8900000000000006E+001",1001,4788,320,0,20741,5529,"4.2999999999999998E+000",0
97,"	2022-12-27 00:00:00",40,"4.4700000000000003E+001",1001,1324,45,0,23088,1210,"1.2E+000",1073
149,"	2022-12-28 00:00:00",49,"5.6E+001",1001,1562,49,0,23089,1760,"1.3E+000",1562
144,"	2022-12-12 00:00:00",78,"1.0009999999999999E+002",1001,1850,78,0,23035,2070,"1.3999999999999999E+000",1848
513,"	2023-02-16 00:00:00",355,"8.7900000000000006E+001",1001,4564,356,0,23191,5418,"4.2999999999999998E+000",4550
339,"	2023-02-15 00:00:00",212,"9.2599999999999994E+001",1001,3731,212,0,23190,4282,"2.7999999999999998E+000",3731
298,"	2022-12-31 00:00:00",120,"8.8599999999999994E+001",1001,3340,120,0,23092,3758,"2.7000000000000002E+000",3340
168,"	2023-01-01 00:00:00",0,"7.9200000000000003E+001",1001,1813,76,0,23093,2057,"2.2000000000000002E+000",0
64,"	2022-12-11 00:00:00",34,"9.8700000000000003E+001",1001,1546,68,0,23034,976,"1.5E+000",878
431,"	2021-01-24 00:00:00",0,"9.2900000000000006E+001",1001,4201,283,0,20721,4915,"3.6000000000000001E+000",0
107,"	2023-01-04 00:00:00",0,"6.6599999999999994E+001",1001,1386,36,0,23109,1529,"1.6000000000000001E+000",0
80,"	2023-01-05 00:00:00",0,"6.65E+001",1001,1167,37,0,23110,1284,"1.3E+000",0
15,"	2022-12-10 00:00:00",8,"8.4400000000000006E+001",1001,715,27,0,23033,167,"1.2E+000",144
49,"	2023-01-09 00:00:00",0,"9.1700000000000003E+001",1001,522,21,0,23127,592,"1.6000000000000001E+000",0
104,"	2023-01-10 00:00:00",0,"8.1099999999999994E+001",1001,901,34,0,23128,1039,"1.8999999999999999E+000",0
54,"	2023-01-11 00:00:00",0,"7.2599999999999994E+001",1001,405,38,0,23129,497,"2.0E+000",0
43,"	2022-12-09 00:00:00",22,"7.7599999999999994E+001",1001,564,22,0,23032,606,"1.0E+000",541
451,"	2021-01-23 00:00:00",0,"8.6900000000000006E+001",1001,4060,434,0,20703,4945,"4.7999999999999998E+000",0
55,"	2022-12-08 00:00:00",20,"7.7099999999999994E+001",1001,607,20,0,23031,682,"1.0E+000",607
401,"	2023-01-15 00:00:00",0,"7.8E+001",1001,4406,237,0,23133,5044,"3.0E+000",0
93,"	2022-12-07 00:00:00",42,"7.8099999999999994E+001",1001,1200,42,0,23030,1335,"1.6000000000000001E+000",1200
448,"	2023-01-17 00:00:00",0,"8.5799999999999997E+001",1001,4254,246,0,23135,4948,"3.7999999999999998E+000",0
584,"	2023-01-18 00:00:00",0,"8.0E+001",1001,4720,366,0,23136,5670,"3.8999999999999999E+000",0
200,"	2023-01-19 00:00:00",0,"6.2799999999999997E+001",1001,2424,115,0,23137,2739,"2.1000000000000001E+000",0
395,"	2021-01-22 00:00:00",0,"9.1099999999999994E+001",1001,3659,258,0,20702,4312,"2.8999999999999999E+000",0
134,"	2022-12-06 00:00:00",46,"9.0200000000000003E+001",1001,1358,46,0,23029,1538,"1.5E+000",1358
131,"	2023-01-22 00:00:00",0,"4.6600000000000001E+001",1001,1259,83,0,23140,1473,"1.3999999999999999E+000",0
1,"	2023-01-23 00:00:00",0,"9.0E+000",1001,43,1,0,23141,45,2.0000000000000001E-001,0
213,"	2022-12-05 00:00:00",99,"9.5099999999999994E+001",1001,2274,99,0,23028,2586,"1.8E+000",2274
31,"	2023-01-29 00:00:00",0,"6.1399999999999999E+001",1001,390,8,0,23148,429,5.9999999999999998E-001,0
20,"	2023-01-30 00:00:00",0,"3.8700000000000003E+001",1001,353,4,0,23149,377,5.0E-001,0
49,"	2023-01-31 00:00:00",0,"6.1399999999999999E+001",1001,764,18,0,23150,831,"1.0E+000",0
455,"	2021-01-21 00:00:00",0,"8.5599999999999994E+001",1001,4413,402,0,20701,5270,"4.0E+000",0
108,"	2022-12-04 00:00:00",48,"8.4900000000000006E+001",1001,1251,48,0,23027,1407,"1.7E+000",1251
66,"	2023-02-03 00:00:00",33,"7.7099999999999994E+001",1001,1078,33,0,23153,1177,"1.3E+000",1078
29,"	2023-02-04 00:00:00",14,"8.0200000000000003E+001",1001,662,14,0,23154,705,"1.3999999999999999E+000",662
77,"	2022-12-03 00:00:00",27,"9.1E+001",1001,818,27,0,23010,922,"1.2E+000",818
60,"	2023-02-06 00:00:00",18,"7.4700000000000003E+001",1001,1009,18,0,23168,1087,"1.3999999999999999E+000",1009
195,"	2021-01-20 00:00:00",0,"8.9200000000000003E+001",1001,1639,103,0,20682,1937,"3.0E+000",0
138,"	2023-02-08 00:00:00",55,"9.0599999999999994E+001",1001,1668,55,0,23170,1861,"1.8E+000",1668
112,"	2022-12-02 00:00:00",69,"9.9099999999999994E+001",1001,1268,69,0,23009,1449,"1.3E+000",1268
97,"	2023-02-10 00:00:00",60,"7.6700000000000003E+001",1001,1599,60,0,23172,1756,"1.6000000000000001E+000",1599
208,"	2023-02-11 00:00:00",126,"9.0299999999999997E+001",1001,2768,126,0,23173,3102,"2.7000000000000002E+000",2768
338,"	2023-02-12 00:00:00",210,"9.0400000000000006E+001",1001,3149,210,0,23187,3693,"3.0E+000",3145
175,"	2021-01-19 00:00:00",0,"8.4900000000000006E+001",1001,2024,118,0,20681,2317,"1.8999999999999999E+000",0
310,"	2023-02-14 00:00:00",188,"1.0040000000000001E+002",1001,3786,188,0,23189,4284,"2.2999999999999998E+000",3786
0,"	2023-06-21 00:00:00",0,"5.3200000000000003E+001",1001,18,0,0,23866,18,1.0000000000000001E-001,18
154,"	2022-10-24 00:00:00",72,"7.5099999999999994E+001",1001,1825,75,0,22748,1979,"1.8E+000",1753
152,"	2022-11-05 00:00:00",70,"8.9E+001",1001,2019,70,0,22907,2241,"2.5E+000",2019
114,"	2022-11-04 00:00:00",62,"8.3200000000000003E+001",1001,1070,62,0,22887,1246,"2.1000000000000001E+000",1070
72,"	2023-05-13 00:00:00",29,"7.7700000000000003E+001",1001,600,29,0,23827,702,"1.8E+000",601
1,"	2023-05-14 00:00:00",0,"2.3800000000000001E+001",1001,1,0,0,23828,2,2.0000000000000001E-001,1
108,"	2021-01-05 00:00:00",0,"8.6099999999999994E+001",1001,1218,60,0,20528,1386,"1.8E+000",0
246,"	2022-11-03 00:00:00",173,"8.8200000000000003E+001",1001,2312,173,0,22867,2731,"2.8999999999999999E+000",2312
366,"	2022-11-02 00:00:00",218,"1.0059999999999999E+002",1001,4327,218,0,22847,4910,"2.3999999999999999E+000",4326
20,"	2023-05-18 00:00:00",3,"1.032E+002",1001,433,3,0,23832,455,5.9999999999999998E-001,432
107,"	2021-01-04 00:00:00",0,"7.3900000000000006E+001",1001,1496,67,0,20527,1670,"1.6000000000000001E+000",0
11,"	2023-05-20 00:00:00",4,"8.9700000000000003E+001",1001,180,4,0,23834,195,5.0E-001,180
69,"	2023-05-21 00:00:00",27,"1.04E+002",1001,929,28,0,23835,1018,8.0000000000000004E-001,922
110,"	2023-05-22 00:00:00",27,"9.0900000000000006E+001",1001,2023,27,0,23836,2147,"1.5E+000",2010
317,"	2022-11-01 00:00:00",180,"1.027E+002",1001,4051,180,0,22827,4548,"2.2000000000000002E+000",4051
162,"	2021-01-03 00:00:00",0,"8.2599999999999994E+001",1001,1720,108,0,20526,1990,"2.2000000000000002E+000",0
252,"	2022-10-31 00:00:00",140,"1.032E+002",1001,3495,140,0,22808,3887,"1.8E+000",3495
28,"	2023-05-26 00:00:00",8,"8.5900000000000006E+001",1001,584,8,0,23840,605,"1.0E+000",569
191,"	2022-10-30 00:00:00",82,"9.3200000000000003E+001",1001,2602,82,0,22807,2875,"2.2000000000000002E+000",2602
22,"	2023-05-28 00:00:00",6,"7.1599999999999994E+001",1001,471,6,0,23842,499,"1.0E+000",471
49,"	2023-05-29 00:00:00",8,"6.6400000000000006E+001",1001,645,8,0,23843,699,"1.0E+000",642
23,"	2023-05-30 00:00:00",7,"6.9799999999999997E+001",1001,506,7,0,23844,536,6.9999999999999996E-001,506
87,"	2021-01-02 00:00:00",0,"8.1E+001",1001,891,42,0,20525,1020,"1.2E+000",0
120,"	2022-10-29 00:00:00",44,"9.1200000000000003E+001",1001,1517,44,0,22787,1681,"1.8E+000",1517
6,"	2023-06-02 00:00:00",1,"9.0099999999999994E+001",1001,258,1,0,23847,265,5.9999999999999998E-001,258
14,"	2023-06-03 00:00:00",7,"8.2599999999999994E+001",1001,253,7,0,23848,274,8.0000000000000004E-001,253
96,"	2022-10-28 00:00:00",51,"7.5799999999999997E+001",1001,1426,51,0,22770,1573,"1.6000000000000001E+000",1426
6,"	2023-06-05 00:00:00",1,"8.95E+001",1001,118,1,0,23850,125,5.0E-001,118
13,"	2023-06-06 00:00:00",5,"7.0200000000000003E+001",1001,90,5,0,23851,108,5.0E-001,90
6,"	2023-06-07 00:00:00",0,"4.0799999999999997E+001",1001,38,0,0,23852,44,2.0000000000000001E-001,38
135,"	2021-01-01 00:00:00",0,"9.0099999999999994E+001",1001,1619,80,0,20524,1834,"1.6000000000000001E+000",0
110,"	2022-10-27 00:00:00",47,"8.8099999999999994E+001",1001,1576,47,0,22769,1733,"1.6000000000000001E+000",1576
11,"	2023-06-10 00:00:00",1,"4.5200000000000003E+001",1001,65,1,0,23855,77,2.9999999999999999E-001,65
0,"	2023-06-11 00:00:00",0,"2.7699999999999999E+001",1001,25,0,0,23856,25,2.0000000000000001E-001,25
120,"	2022-10-26 00:00:00",40,"8.6200000000000003E+001",1001,1667,40,0,22768,1827,"1.7E+000",1667
1,"	2023-06-13 00:00:00",0,"4.0600000000000001E+001",1001,35,0,0,23858,36,2.0000000000000001E-001,35
5,"	2023-06-14 00:00:00",2,"3.65E+001",1001,103,2,0,23859,107,2.9999999999999999E-001,100
36,"	2023-06-15 00:00:00",15,"4.2799999999999997E+001",1001,335,15,0,23860,386,8.0000000000000004E-001,335
226,"	2020-12-31 00:00:00",0,"1.023E+002",1001,3061,169,0,20523,3456,"2.0E+000",0
90,"	2022-10-25 00:00:00",40,"8.9700000000000003E+001",1001,1310,40,0,22767,1440,"1.8E+000",1310
21,"	2023-06-18 00:00:00",6,"4.1799999999999997E+001",1001,248,6,0,23863,274,5.0E-001,247
0,"	2023-06-19 00:00:00",0,"3.5E+001",1001,8,0,0,23864,8,1.0000000000000001E-001,8
360,"	2017-12-09 00:00:00",220,"3.4899999999999999E+001",1001,928,623,0,6221,2425,"2.2999999999999998E+000",294
1755,"	2020-07-21 00:00:00",0,"3.0E+001",1001,23678,4279,0,19141,29712,"5.0E+001",0
1257,"	2021-12-05 00:00:00",1400,"7.8299999999999997E+001",1001,7411,1400,0,21766,10068,"9.0999999999999996E+000",7411
2391,"	2020-07-20 00:00:00",0,"3.9899999999999999E+001",1001,30929,5901,0,19121,39221,"4.6700000000000003E+001",0
2784,"	2020-07-19 00:00:00",0,"4.4700000000000003E+001",1001,36758,7140,0,19101,46682,"4.4200000000000003E+001",0
545,"	2018-02-26 00:00:00",284,"4.4700000000000003E+001",1001,1727,897,0,7801,3910,"3.8999999999999999E+000",457
2424,"	2021-12-01 00:00:00",3546,"8.9200000000000003E+001",1001,16297,3546,0,21762,22267,"1.4E+001",16297
2803,"	2020-07-18 00:00:00",0,"4.55E+001",1001,35857,7195,0,19083,45855,"4.3E+001",0
2633,"	2020-07-17 00:00:00",0,"3.8700000000000003E+001",1001,32789,6251,0,19082,41673,"4.75E+001",0
605,"	2021-11-27 00:00:00",542,"8.7799999999999997E+001",1001,4476,542,0,21741,5623,"4.9000000000000004E+000",4476
3470,"	2020-07-16 00:00:00",0,"5.3600000000000001E+001",1001,38788,8663,0,19081,50921,"4.0E+001",0
2603,"	2020-07-15 00:00:00",0,"4.0299999999999997E+001",1001,33523,6518,0,19062,42644,"4.5700000000000003E+001",0
916,"	2021-11-24 00:00:00",844,"8.6700000000000003E+001",1001,7024,844,0,21722,8784,"6.7999999999999998E+000",7024
1348,"	2021-11-23 00:00:00",1441,"9.8799999999999997E+001",1001,11745,1441,0,21721,14537,"7.2000000000000002E+000",11748
2428,"	2020-07-14 00:00:00",0,"4.4899999999999999E+001",1001,32531,5977,0,19061,40936,"4.3200000000000003E+001",0
2294,"	2020-07-13 00:00:00",0,"4.15E+001",1001,29592,5568,0,19047,37454,"4.3299999999999997E+001",0
609,"	2021-11-19 00:00:00",578,"8.2200000000000003E+001",1001,4143,578,0,21682,5330,"5.9000000000000004E+000",4143
